"","year","country","team_size_all","team_size_male","team_size_female","p1","p2","p3","p4","p5","p6","p7","awards_gold","awards_silver","awards_bronze","awards_honorable_mentions","leader","deputy_leader","country_new"
"273",2022,"Denmark",6,5,1,41,27,1,35,14,3,NA,0,0,2,4,"Kirsten Rosenkilde","Jingdan Hua","Denmark"
"274",2022,"Georgia",6,6,0,39,29,0,30,21,2,NA,0,0,3,3,"George Chelidze","Givi Nadibaidze","Georgia"
"275",2022,"Philippines",6,6,0,41,25,1,36,16,0,NA,0,0,2,4,"Christian Paul Chan Shio","Hazel Joy Shi","Philippines"
"276",2022,"Austria",6,5,1,42,37,2,22,15,0,NA,0,0,2,4,"Robert Geretschläger","Stefan Leopoldseder","Austria"
"277",2022,"Bangladesh",6,5,1,31,19,0,42,22,1,NA,0,0,1,5,"Mahbubul Alam Majumdar","Asif E Elahi","Bangladesh"
"278",2022,"New Zealand",6,5,1,41,15,1,35,15,1,NA,0,1,0,5,"Ross Atkins","Josie Smith","New Zealand"
"279",2022,"Tajikistan",6,5,1,23,22,0,42,19,1,NA,0,0,1,5,"Jamshed Rustamov","Farrukh Karimov","Tajikistan"
"280",2022,"Sweden",6,6,0,39,29,1,25,9,3,NA,0,0,1,5,"Victor Ufnarovski","Hugo Eberhard","Sweden"
"281",2022,"Norway",6,6,0,41,21,0,21,19,1,NA,0,0,1,4,"Erik Ma","Andreas Alberg","Norway"
"282",2022,"Finland",6,5,1,34,30,0,25,12,0,NA,0,0,1,4,"Lauri Hallila","Ville Uotila","Finland"
"283",2022,"Belgium",6,5,1,42,16,0,28,8,0,NA,0,0,1,5,"Bart Windels","Philippe  Niederkorn","Belgium"
"284",2022,"Latvia",6,5,1,36,18,0,28,12,0,NA,0,0,0,5,"Filips Jelisejevs","Ilze Ošiņa","Latvia"
"285",2022,"South Africa",6,4,2,36,15,0,35,7,1,NA,0,0,0,6,"Liam  Baker","Phil Labuschagne","South Africa"
"286",2022,"Costa Rica",6,4,2,36,16,0,28,12,0,NA,0,0,1,4,"Jeremias Ramirez","Oscar Zamora","Costa Rica"
"287",2022,"Cyprus",6,6,0,41,14,0,23,7,0,NA,0,0,0,5,"Andreas Philippou","Theoklitos Paragyiou","Cyprus"
"288",2022,"Tunisia",6,6,0,16,22,0,42,5,0,NA,0,0,0,6,"Taoufik Charrada","Raouf Thabet","Tunisia"
"289",2022,"Ireland",6,4,2,36,9,0,32,7,0,NA,0,0,0,5,"Mark Flanagan","Anca Mustata","Ireland"
"290",2022,"Morocco",6,6,0,22,22,0,31,7,0,NA,0,0,0,4,"Hassan Asensouyis","Mohamed El Ibbaoui","Morocco"
"291",2022,"Syria",6,4,2,35,10,0,28,9,0,NA,0,0,1,5,"Omran Kouba","Mohammad Khaddour","Syria"
"292",2022,"Slovenia",6,4,2,34,14,0,22,9,0,NA,0,0,1,3,"Gregor Dolinar","Luka Horjak","Slovenia"
"293",2022,"Sri Lanka",5,5,0,25,2,0,35,15,0,NA,0,0,0,5,"Dayal Dharmasena","Ghaura Abheendra Mahabaduge","Sri Lanka"
"294",2022,"Algeria",6,5,1,26,11,0,30,8,0,NA,0,0,1,3,"Abdallah Rahmani","Hacene Belbachir","Algeria"
"295",2022,"Colombia",6,5,1,23,13,1,28,9,0,NA,0,0,1,2,"Maria Losada","Santiago  Rodríguez","Colombia"
"296",2022,"Kyrgyzstan",6,5,1,29,10,0,29,5,0,NA,0,0,0,4,"Makhamadkhan Ishmatov","Bekzhan Dzhumabaev","Kyrgyzstan"
"297",2022,"Albania",6,4,2,19,8,0,31,4,0,NA,0,0,0,3,"Adrian Naço","Elton Bojaxhiu","Albania"
"298",2022,"Paraguay",6,3,3,22,5,0,30,2,0,NA,0,0,0,4,"Marcelo José Elizeche Armoa","Elvis Alexander Agüero Vera","Paraguay"
"299",2022,"Bolivia",5,4,1,25,2,0,24,4,2,NA,0,0,0,4,"Jimmy Santamaria Torrez","Felix Cepeda Ayaviri","Bolivia"
"300",2022,"El Salvador",3,3,0,13,10,2,21,10,0,NA,0,1,0,2,"Gabriel Alexander Chicas Reyes","Christopher Edgardo Padilla Sandoval","El Salvador"
"301",2022,"Kosovo",6,5,1,12,10,0,30,3,0,NA,0,0,0,4,"Valmir Krasniqi","Dorlir Ahmeti","Serbia"
"302",2022,"Pakistan",6,6,0,24,12,0,16,2,0,NA,0,0,0,3,"Sarfraz Ahmad","Kashif Ali","Pakistan"
"303",2022,"Iceland",6,5,1,26,5,0,16,2,2,NA,0,0,0,3,"Sigurður Jens Albertsson","Elvar Wang Atlason","Iceland"
"304",2022,"Mauritania",6,6,0,2,7,0,31,2,0,NA,0,0,0,4,"Isselmou Lebatt Farajou","Mahfoudh Mohamed Ammou Ahmed","Mauritania"
"305",2022,"Panama",4,3,1,22,3,0,16,1,0,NA,0,0,0,3,"Leonel  Castillo","Luis Peña","Panama"
"306",2022,"Puerto Rico",6,6,0,21,4,0,11,4,0,NA,0,0,0,1,"Darwin Gutierrez","Sergio Manzanarez","United States of America"
"307",2022,"Rwanda",6,4,2,6,7,0,19,2,0,NA,0,0,0,1,"Arun Chockalingam Shanmuganathan","Nsanzimfura Obed Korusenge","Rwanda"
"308",2022,"Honduras",4,3,1,11,3,0,16,1,0,NA,0,0,0,2,"José Roberto Arrazola Raudales","Mariano Eliseo Solórzano Alvarado","Honduras"
"309",2022,"Chile",4,4,0,14,4,0,6,2,1,NA,0,0,0,1,"Hernan Burgos","Aníbal Velozo","Chile"
"310",2022,"Ecuador",6,6,0,8,0,0,18,1,0,NA,0,0,0,2,"Jorge Chamaidan","Miguel Guzman","Ecuador"
"311",2022,"Nepal",6,5,1,6,2,0,19,0,0,NA,0,0,0,2,"Deepak Bastola","Sanat Kumar Acharya","Nepal"
"312",2022,"Uruguay",2,2,0,13,2,0,10,2,0,NA,0,0,0,2,"","Hernán  Puschiasis","Uruguay"
"313",2022,"Dominican Republic",5,2,3,9,1,0,16,0,0,NA,0,0,0,2,"Aury Rafael  Pérez Cuevas","Cesar Abel Santil Glass","Dominican Republic"
"314",2022,"Luxembourg",5,2,3,11,2,0,12,1,0,NA,0,0,0,1,"Pascal Zeihen","Mike  Dostert","Luxembourg"
"315",2022,"Montenegro",4,4,0,10,0,0,7,6,0,NA,0,0,0,1,"Goran Popivoda","Gojko Jelovac","Montenegro"
"316",2022,"Oman",6,2,4,7,4,0,8,0,0,NA,0,0,0,0,"Mian Mohammed Salim Al Hinai","Ali Nasser Hamdoon Nasser Al Rashdi","Oman"
"317",2022,"Ghana",3,3,0,10,2,0,5,1,0,NA,0,0,0,0,"James Lin","Joel  Dogoe","Ghana"
"318",2022,"Botswana",6,6,0,9,1,0,6,1,0,NA,0,0,0,0,"Mmoloki Lekhutlile","Mathews Masole","Botswana"
"319",2022,"Palestine",1,1,0,7,1,0,0,6,0,NA,0,0,0,1,"Ahmed AbuHanieh","Samed Alhajajla","Palestine"
"320",2022,"Cuba",2,1,1,8,1,0,2,2,0,NA,0,0,0,1,"Prudencio Guerrero Fernández","","Cuba"
"321",2022,"Uganda",5,5,0,2,1,0,10,0,0,NA,0,0,0,1,"MAHADI DDAMULIRA","MEDI SSESANGA","Uganda"
"322",2022,"Liechtenstein",1,1,0,4,1,0,7,0,0,NA,0,0,0,1,"Valentin Imbach","Raphael Angst","Liechtenstein"
"323",2022,"United Arab Emirates",6,4,2,1,1,0,8,0,0,NA,0,0,0,1,"Subramanian Krishnamoorthy","Abdallah El Marhoune","United Arab Emirates"
"324",2022,"Venezuela",2,1,1,1,1,0,4,1,0,NA,0,0,0,0,"Rafael Sanchez","Francisco Javier Molina Tirado","Venezuela"
"325",2021,"People's Republic of China",6,6,0,42,16,24,42,42,42,NA,6,0,0,0,"Liang Xiao","Zhenhua Qu","China"
"326",2021,"Russian Federation",6,6,0,40,17,21,42,35,28,NA,5,1,0,0,"Kirill Sukhov","Vladimir Bragin","Russia"
"327",2021,"Republic of Korea",6,6,0,40,9,10,42,35,36,NA,5,1,0,0,"Yongjin Song","Ringi Kim","South Korea"
"328",2021,"United States of America",6,6,0,40,2,17,42,35,29,NA,4,2,0,0,"Po-Shen Loh","Oleksandr Rudenko","United States of America"
"329",2021,"Canada",6,6,0,41,8,4,42,42,14,NA,3,3,0,0,"Song Zhuo Qun","Daniel Spivak","Canada"
"330",2021,"Ukraine",6,6,0,42,12,4,42,35,14,NA,3,2,1,0,"Bogdan Rublov","Zarina Kodyrova","Ukraine"
"331",2021,"Israel",6,5,1,38,22,2,42,35,0,NA,3,2,1,0,"Dan Carmon","Daniel Kaner","Israel"
"332",2021,"Italy",6,6,0,41,4,9,35,42,8,NA,1,4,1,0,"Massimo Gobbino","Francesca Rizzo","Italy"
"333",2021,"Taiwan",6,6,0,41,5,9,40,29,7,NA,1,3,2,0,"Chu-Lan Kao","Yen-Chi Roger Lin","Taiwan"
"334",2021,"United Kingdom",6,4,2,42,2,3,35,35,14,NA,2,3,0,1,"Dominic Yeo","Sam Bealing","United Kingdom"
"335",2021,"Mongolia",6,6,0,42,1,3,42,28,14,NA,2,2,2,0,"Batbayasgalan Balkhuu","Batzorig Undrakh","Mongolia"
"336",2021,"Germany",6,6,0,41,16,2,37,28,5,NA,2,2,1,1,"Jürgen Prestin","Eric Müller","Germany"
"337",2021,"Poland",6,6,0,34,2,1,37,42,10,NA,1,5,0,0,"Łukasz Bożyk","Dominika Regiec","Poland"
"338",2021,"Vietnam",6,6,0,42,7,24,42,10,0,NA,1,2,3,0,"Anh Vinh Le","Ba Khanh Trinh Le","Vietnam"
"339",2021,"Singapore",6,4,2,40,6,3,42,25,7,NA,1,3,2,0,"Yan Loi Wong","Teck Kian Teo","Singapore"
"340",2021,"Czech Republic",6,5,1,39,7,1,32,35,7,NA,1,3,1,0,"Jaroslav Švrček","Pavel  Calábek","Czech Republic"
"341",2021,"Thailand",6,6,0,42,1,5,42,28,3,NA,1,3,2,0,"Teeradej Kittipassorn","Sarita Bunsupha","Thailand"
"342",2021,"Australia",6,5,1,34,2,2,37,35,10,NA,2,2,1,1,"Angelo Di Pasquale","Sampson Sze Chung Wong","Australia"
"343",2021,"Bulgaria",6,6,0,42,2,1,42,26,7,NA,1,3,2,0,"Stanislav Harizanov","Aleksandar Ivanov","Bulgaria"
"344",2021,"Kazakhstan",6,6,0,41,13,5,37,19,2,NA,1,3,2,0,"Kanat Satylkhanov","Alen Abdrakhmanov","Kazakhstan"
"345",2021,"Croatia",6,6,0,40,8,1,35,29,0,NA,1,2,3,0,"Matija Bašić","Josip Pupić","Croatia"
"346",2021,"Hong Kong",6,6,0,39,3,8,35,28,0,NA,1,3,1,0,"Tak Wing Ching","Cesar Jose Alaban","Hong Kong"
"347",2021,"Philippines",6,6,0,41,1,1,42,26,0,NA,0,4,2,0,"Christian Paul Chan Shio","Raymond Joseph Fadri","Philippines"
"348",2021,"Belarus",6,5,1,36,1,2,42,28,0,NA,0,4,1,1,"Igor Voronovich","Mikhail Karpuk","Belarus"
"349",2021,"Japan",6,6,0,42,3,1,34,21,7,NA,1,2,3,0,"Takahiko Fujita","Naoki Kuroda","Japan"
"350",2021,"India",6,5,1,29,2,4,27,27,17,NA,1,1,3,0,"Somasundaram Muralidharan","Sahil Mhaskar","India"
"351",2021,"France",6,6,0,33,8,0,36,21,7,NA,1,1,3,0,"Vincent Jugé","Martin Rakovsky","France"
"352",2021,"Romania",6,5,1,40,3,9,37,14,2,NA,0,3,2,1,"Catalin-Liviu Gherghe","Mihai Chis","Romania"
"353",2021,"Islamic Republic of Iran",6,6,0,39,1,3,42,19,0,NA,0,3,3,0,"Mahdi Etesamifard","Seyed Hessam Firouzi","Iran"
"354",2021,"Peru",6,6,0,40,2,5,42,14,0,NA,0,2,4,0,"Fidel Jimenez","Angel Napa","Peru"
"355",2021,"Serbia",6,6,0,40,7,4,28,23,0,NA,1,2,1,1,"Marko Radovanović","Bojan Bašić","Serbia"
"356",2021,"Hungary",6,5,1,41,13,1,7,35,4,NA,0,1,5,0,"Péter Frenkel","Sándor Dobos","Hungary"
"357",2021,"Indonesia",6,5,1,41,1,1,42,14,0,NA,0,2,4,0,"Aleams Barra","Fajar Yuliawan","Indonesia"
"358",2021,"Mexico",6,6,0,42,0,2,42,12,0,NA,0,2,4,0,"Marco Figueroa","Maximiliano Sánchez Garza","Mexico"
"359",2021,"Brazil",6,6,0,42,0,3,30,21,0,NA,0,2,3,1,"Edmilson Motta","Davi Lopes Alves de Medeiros","Brazil"
"360",2021,"Türkiye",6,6,0,42,0,2,42,9,1,NA,0,1,5,0,"Azer Kerimov","Şahin  Emrah","Turkey"
"361",2021,"Armenia",6,5,1,36,7,4,37,7,0,NA,0,2,3,0,"Smbat Gogyan","Gurgen Asatryan","Armenia"
"362",2021,"Saudi Arabia",6,6,0,29,0,2,42,17,0,NA,0,1,3,2,"Fawzi Althukair","Tarek  Salama Shehata","Saudi Arabia"
"363",2021,"Slovakia",6,6,0,36,3,1,21,21,0,NA,0,2,2,1,"Patrik Bak","Martin Melicher","Slovakia"
"364",2021,"Bosnia and Herzegovina",6,5,1,38,1,2,28,12,0,NA,0,0,5,1,"Admir Beširević","Bojan Pažin","Bosnia and Herzegovina"
"365",2021,"Georgia",6,5,1,23,0,2,35,14,0,NA,0,1,3,1,"George Chelidze","Givi Nadibaidze","Georgia"
"366",2021,"Malaysia",6,6,0,31,2,0,27,14,0,NA,0,2,0,3,"M. Syafiq Johar","Nor Ainun","Malaysia"
"367",2021,"Bangladesh",6,5,1,24,0,3,41,0,0,NA,0,0,3,2,"Mahbubul Alam Majumdar","Turzo Sazid Akhter","Bangladesh"
"368",2021,"Belgium",6,4,2,39,1,0,12,16,0,NA,0,0,3,3,"Bart Windels","Philippe Niederkorn","Belgium"
"369",2021,"North Macedonia",6,4,2,23,0,0,37,7,0,NA,0,1,2,2,"Risto Atanasov","Mirko Petrushevski","North Macedonia"
"370",2021,"Argentina",6,6,0,34,0,0,17,14,1,NA,0,2,0,2,"Patricia Fauring","Martín Mereb","Argentina"
"371",2021,"Netherlands",6,6,0,29,0,0,35,1,0,NA,0,0,2,3,"Quintijn Puite","Johan Konter","Netherlands"
"372",2021,"Latvia",6,5,1,32,2,0,22,8,0,NA,0,0,3,3,"Filips Jelisejevs","Maruta Avotina","Latvia"
"373",2021,"Switzerland",6,5,1,30,0,0,21,13,0,NA,0,0,3,1,"Valentin Imbach","Raphael Angst","Switzerland"
"374",2021,"Estonia",6,6,0,35,0,0,18,10,0,NA,0,1,1,3,"Oleg Košik","Sandra Schumann","Estonia"
"375",2021,"Azerbaijan",6,5,1,32,0,1,28,1,0,NA,0,0,2,3,"Hasan Hasanzade","Murad Aghazada","Azerbaijan"
"376",2021,"Republic of Moldova",6,5,1,23,0,2,37,0,0,NA,0,0,3,2,"Valeriu Guțu","Valeriu Baltag","Moldova"
"377",2021,"Norway",6,6,0,39,1,1,7,14,0,NA,0,1,1,3,"Dávid Kunszenti-Kovács","Erik Mingjun Ma","Norway"
"378",2021,"Macau",6,5,1,31,0,1,7,21,0,NA,0,0,3,2,"Ieng Tak Leong","Weng Chi Chan","Macau"
"379",2021,"Portugal",6,5,1,30,1,0,22,7,0,NA,0,1,2,1,"Joana Teles","João Miguel Magalhães Santos","Portugal"
"380",2021,"Tunisia",6,6,0,24,1,0,25,7,0,NA,0,1,1,2,"Taoufik Charrada","Raouf Thabet","Tunisia"
"381",2021,"Sweden",6,6,0,21,0,0,14,21,0,NA,0,1,1,1,"Victor Ufnarovski","Hugo Eberhard","Sweden"
"382",2021,"Turkmenistan",6,5,1,19,0,1,35,0,0,NA,0,0,3,2,"Arslan Hojiyev","Resul Shamuhammedov","Turkmenistan"
"383",2021,"Tajikistan",6,6,0,29,0,2,23,0,0,NA,0,0,3,1,"Khusrav Yorov","Ravshan Karimov","Tajikistan"
"384",2021,"South Africa",6,4,2,25,0,0,16,12,0,NA,0,0,3,1,"Liam Baker","Phil Labuschagne","South Africa"
"385",2021,"Colombia",6,6,0,26,1,0,15,7,2,NA,0,1,1,1,"Maria E Losada","Mateo Matijasevick","Colombia"
"386",2021,"Uzbekistan",6,6,0,23,0,1,18,9,0,NA,0,1,1,1,"Nasir Ganikhodjaev","Jasurbek Bakhramov","Uzbekistan"
"387",2021,"Spain",6,6,0,34,0,0,9,7,0,NA,0,0,1,3,"María Gaspar","Óscar Rivero","Spain"
"388",2021,"Austria",6,5,1,20,0,0,6,21,0,NA,0,0,2,1,"Robert Geretschläger","Stefan Leopoldseder","Austria"
"389",2021,"Greece",6,6,0,16,0,2,29,0,0,NA,0,0,2,1,"Anargyros Fellouris","Silouanos Brazitikos","Greece"
"390",2021,"Slovenia",6,5,1,21,1,1,17,7,0,NA,0,0,2,2,"Gregor Dolinar","Jakob Jurij Snoj","Slovenia"
"391",2021,"Denmark",6,6,0,13,1,0,28,4,0,NA,0,0,1,3,"Kirsten Rosenkilde","Mads Bjerge Christensen","Denmark"
"392",2021,"Syria",6,6,0,21,0,1,21,1,0,NA,0,0,2,2,"Omran Kouba","Khaled Halaoua","Syria"
"393",2021,"Finland",6,4,2,31,0,0,10,0,0,NA,0,0,1,3,"Anne-Maria Ernvall-Hytönen","Olli Järviniemi","Finland"
"394",2021,"New Zealand",6,5,1,24,1,0,2,14,0,NA,0,0,2,0,"Ross Atkins","Josie Smith","New Zealand"
"395",2021,"El Salvador",5,5,0,22,0,0,15,0,0,NA,0,0,1,1,"Gabriel Alexander  Chicas Reyes","Amaury Antonio Valle López","El Salvador"
"396",2021,"Panama",3,3,0,16,0,1,16,3,0,NA,0,0,1,1,"Naicolette Abraham Agudo Muñoz","Joselito Wong Yau","Panama"
"397",2021,"Ecuador",6,5,1,14,0,0,20,0,0,NA,0,0,2,0,"Fernando Gomez","Sebastian Regalado","Ecuador"
"398",2021,"Kyrgyzstan",6,6,0,13,0,0,19,2,0,NA,0,0,0,2,"Makhamadkhan Ishmatov","Murat Abduvaliev","Kyrgyzstan"
"399",2021,"Morocco",6,5,1,10,0,0,16,7,0,NA,0,0,0,3,"Hassan Asensouyis","Mohamed El Ibbaoui","Morocco"
"400",2021,"Lithuania",6,6,0,19,1,0,2,9,0,NA,0,0,1,0,"Artūras Dubickas","Aivaras Novikas","Lithuania"
"401",2021,"Bolivia",6,6,0,14,0,0,14,0,0,NA,0,0,0,1,"Jimmy Santamaría Torrez","Felix Cepeda Ayaviri","Bolivia"
"402",2021,"Cyprus",6,6,0,19,0,0,9,0,0,NA,0,0,0,2,"Andreas Philippou","Constantinos Papayiannis","Cyprus"
"403",2021,"Montenegro",4,4,0,13,0,1,7,6,0,NA,0,1,0,1,"Goran Popivoda","Gojko Jelovac","Montenegro"
"404",2021,"Puerto Rico",6,5,1,11,0,0,15,1,0,NA,0,0,1,1,"Natalia María Pacheco Tallaj","Alejandro Velez Santiago","United States of America"
"405",2021,"Nicaragua",6,6,0,11,0,0,14,0,0,NA,0,0,1,1,"Rufo Holvin Casco Arévalo","Ricardo Largaespada","Nicaragua"
"406",2021,"Sri Lanka",6,6,0,16,0,0,9,0,0,NA,0,0,0,2,"Randombage Prabuddhi Kaushika De Silva","Chethana Chathuprabha Belpa Godage","Sri Lanka"
"407",2021,"Venezuela",4,2,2,15,0,0,9,0,0,NA,0,0,0,2,"Rafael Sanchez","José Heber Nieto","Venezuela"
"408",2021,"Chile",6,5,1,14,0,1,8,0,0,NA,0,0,0,2,"Hernan Burgos","Sandra Garrido","Chile"
"409",2021,"Costa Rica",6,4,2,12,0,0,9,2,0,NA,0,0,1,0,"Jeremías Ramírez","Oscar Zamora","Costa Rica"
"410",2021,"Kosovo",6,5,1,11,0,0,12,0,0,NA,0,0,0,1,"Valmir Krasniqi","Dorlir Ahmeti","Serbia"
"411",2021,"Paraguay",6,4,2,9,1,0,7,1,0,NA,0,0,1,0,"Roberto Andrés Viveros Vera","Dario de Jesús Torres Herebia","Paraguay"
"412",2021,"Uruguay",4,4,0,13,0,0,4,0,0,NA,0,0,0,1,"Guillermo Stock","Alejandro Wenceslao Sere Fratocchi","Uruguay"
"413",2021,"Algeria",6,3,3,13,0,0,3,0,0,NA,0,0,0,0,"Abdallah Rahmani","Abdeldjalil Hezouat","Algeria"
"414",2021,"Iraq",5,4,1,8,0,1,7,0,0,NA,0,0,1,0,"Cuneyt Kilic","Emrullah Yavuz","Iraq"
"415",2021,"Nepal",6,5,1,11,0,0,0,4,0,NA,0,0,0,1,"Deepak Bastola","Chhabi Dhungana","Nepal"
"416",2021,"Honduras",6,6,0,6,0,0,7,0,0,NA,0,0,0,1,"Luis Armando Ramos","Devis Moises Alvarado Zavala","Honduras"
"417",2021,"Ireland",6,5,1,4,0,0,1,7,0,NA,0,0,0,1,"Mark Flanagan","Andrew Smith","Ireland"
"418",2021,"Albania",6,5,1,11,0,0,0,0,0,NA,0,0,0,1,"Adrian Naço","Enkel Hysnelaj","Albania"
"419",2021,"Ghana",4,4,0,11,0,0,0,0,0,NA,0,0,0,1,"Joshua Alman","Joel Dogoe","Ghana"
"420",2021,"Iceland",6,5,1,11,0,0,0,0,0,NA,0,0,0,1,"Álfheiður Edda Sigurðardóttir","","Iceland"
"421",2021,"Trinidad and Tobago",4,2,2,7,0,0,3,0,0,NA,0,0,0,1,"Indra Haraksingh","Prasanna Ramakrishnan","Trinidad and Tobago"
"422",2021,"Luxembourg",2,1,1,0,0,0,7,0,0,NA,0,0,0,1,"Pascal Zeihen","Mike Dostert","Luxembourg"
"423",2021,"Mauritania",6,6,0,3,0,0,4,0,0,NA,0,0,0,0,"Horma Hamoud El Moctar Salem","Mahfoud Mohamed Ammou Ahmed","Mauritania"
"424",2021,"Nigeria",6,6,0,5,0,1,0,0,0,NA,0,0,0,0,"Solomon Gboyega Ojo","Aina Benjamin Olorunmaye","Nigeria"
"425",2021,"Rwanda",6,3,3,0,0,1,2,0,0,NA,0,0,0,0,"Arun Shanmuganathan","Richard Aime Magambo","Rwanda"
"426",2021,"Uganda",6,4,2,2,0,0,1,0,0,NA,0,0,0,0,"Ismail Mirumbe","Assumpta Namuddu Kasamba","Uganda"
"427",2021,"Egypt",2,2,0,1,0,0,0,1,0,NA,0,0,0,0,"Adel Darwish","Ahmed Salman","Egypt"
"428",2021,"Kenya",6,6,0,0,0,0,2,0,0,NA,0,0,0,0,"James Katende","Jared Nyang'au Ongaro","Kenya"
"429",2021,"Oman",6,4,2,1,0,0,1,0,0,NA,0,0,0,0,"Mian Mohammed Salim Alhinai","Ali Nasser Hamdoon Nasser Alrashdi","Oman"
